int	int	int	int	string	string	string	string	string	string	int	int[]	int	float	int
102411	1024	11	330	Best partner：Student	最佳拍档：学生	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at student role[/color]	与擅长[color=#4876FF]学生[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1021	1007	11	0
102412	1024	12	360	Best partner：Student	最佳拍档：学生	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at student role[/color]	与擅长[color=#4876FF]学生[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1021	1007	12	0
102413	1024	13	390	Best partner：Student	最佳拍档：学生	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at student role[/color]	与擅长[color=#4876FF]学生[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1021	1007	13	0
102414	1024	14	420	Best partner：Student	最佳拍档：学生	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at student role[/color]	与擅长[color=#4876FF]学生[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1021	1007	14	0
102415	1024	15	450	Best partner：Student	最佳拍档：学生	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at student role[/color]	与擅长[color=#4876FF]学生[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1021	1007	15	0
102416	1024	16	480	Best partner：Student	最佳拍档：学生	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at student role[/color]	与擅长[color=#4876FF]学生[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1021	1007	16	0
102417	1024	17	510	Best partner：Student	最佳拍档：学生	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at student role[/color]	与擅长[color=#4876FF]学生[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1021	1007	17	0
102418	1024	18	540	Best partner：Student	最佳拍档：学生	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at student role[/color]	与擅长[color=#4876FF]学生[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1021	1007	18	0
102419	1024	19	570	Best partner：Student	最佳拍档：学生	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at student role[/color]	与擅长[color=#4876FF]学生[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1021	1007	19	0
102420	1024	20	600	Best partner：Student	最佳拍档：学生	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at student role[/color]	与擅长[color=#4876FF]学生[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1021	1007	20	0
102501	1025	1	30	Best partner：Nobility	最佳拍档：贵族	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at nobility role[/color]	与擅长[color=#4876FF]贵族[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1022	1007	1	0
102502	1025	2	60	Best partner：Nobility	最佳拍档：贵族	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at nobility role[/color]	与擅长[color=#4876FF]贵族[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1022	1007	2	0
102503	1025	3	90	Best partner：Nobility	最佳拍档：贵族	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at nobility role[/color]	与擅长[color=#4876FF]贵族[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1022	1007	3	0
102504	1025	4	120	Best partner：Nobility	最佳拍档：贵族	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at nobility role[/color]	与擅长[color=#4876FF]贵族[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1022	1007	4	0
102505	1025	5	150	Best partner：Nobility	最佳拍档：贵族	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at nobility role[/color]	与擅长[color=#4876FF]贵族[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1022	1007	5	0
102506	1025	6	180	Best partner：Nobility	最佳拍档：贵族	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at nobility role[/color]	与擅长[color=#4876FF]贵族[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1022	1007	6	0
102507	1025	7	210	Best partner：Nobility	最佳拍档：贵族	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at nobility role[/color]	与擅长[color=#4876FF]贵族[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1022	1007	7	0
102508	1025	8	240	Best partner：Nobility	最佳拍档：贵族	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at nobility role[/color]	与擅长[color=#4876FF]贵族[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1022	1007	8	0
102509	1025	9	270	Best partner：Nobility	最佳拍档：贵族	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at nobility role[/color]	与擅长[color=#4876FF]贵族[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1022	1007	9	0
102510	1025	10	300	Best partner：Nobility	最佳拍档：贵族	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at nobility role[/color]	与擅长[color=#4876FF]贵族[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1022	1007	10	0
102511	1025	11	330	Best partner：Nobility	最佳拍档：贵族	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at nobility role[/color]	与擅长[color=#4876FF]贵族[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1022	1007	11	0
102512	1025	12	360	Best partner：Nobility	最佳拍档：贵族	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at nobility role[/color]	与擅长[color=#4876FF]贵族[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1022	1007	12	0
102513	1025	13	390	Best partner：Nobility	最佳拍档：贵族	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at nobility role[/color]	与擅长[color=#4876FF]贵族[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1022	1007	13	0
102514	1025	14	420	Best partner：Nobility	最佳拍档：贵族	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at nobility role[/color]	与擅长[color=#4876FF]贵族[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1022	1007	14	0
102515	1025	15	450	Best partner：Nobility	最佳拍档：贵族	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at nobility role[/color]	与擅长[color=#4876FF]贵族[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1022	1007	15	0
102516	1025	16	480	Best partner：Nobility	最佳拍档：贵族	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at nobility role[/color]	与擅长[color=#4876FF]贵族[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1022	1007	16	0
102517	1025	17	510	Best partner：Nobility	最佳拍档：贵族	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at nobility role[/color]	与擅长[color=#4876FF]贵族[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1022	1007	17	0
102518	1025	18	540	Best partner：Nobility	最佳拍档：贵族	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at nobility role[/color]	与擅长[color=#4876FF]贵族[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1022	1007	18	0
102519	1025	19	570	Best partner：Nobility	最佳拍档：贵族	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at nobility role[/color]	与擅长[color=#4876FF]贵族[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1022	1007	19	0
102520	1025	20	600	Best partner：Nobility	最佳拍档：贵族	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at nobility role[/color]	与擅长[color=#4876FF]贵族[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1022	1007	20	0
102601	1026	1	30	Best partner：Leader	最佳拍档：领导者	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at leader role[/color]	与擅长[color=#4876FF]领导者[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1023	1007	1	0
102602	1026	2	60	Best partner：Leader	最佳拍档：领导者	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at leader role[/color]	与擅长[color=#4876FF]领导者[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1023	1007	2	0
102603	1026	3	90	Best partner：Leader	最佳拍档：领导者	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at leader role[/color]	与擅长[color=#4876FF]领导者[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1023	1007	3	0
102604	1026	4	120	Best partner：Leader	最佳拍档：领导者	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at leader role[/color]	与擅长[color=#4876FF]领导者[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1023	1007	4	0
102605	1026	5	150	Best partner：Leader	最佳拍档：领导者	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at leader role[/color]	与擅长[color=#4876FF]领导者[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1023	1007	5	0
102606	1026	6	180	Best partner：Leader	最佳拍档：领导者	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at leader role[/color]	与擅长[color=#4876FF]领导者[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1023	1007	6	0
102607	1026	7	210	Best partner：Leader	最佳拍档：领导者	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at leader role[/color]	与擅长[color=#4876FF]领导者[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1023	1007	7	0
102608	1026	8	240	Best partner：Leader	最佳拍档：领导者	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at leader role[/color]	与擅长[color=#4876FF]领导者[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1023	1007	8	0
102609	1026	9	270	Best partner：Leader	最佳拍档：领导者	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at leader role[/color]	与擅长[color=#4876FF]领导者[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1023	1007	9	0
102610	1026	10	300	Best partner：Leader	最佳拍档：领导者	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at leader role[/color]	与擅长[color=#4876FF]领导者[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1023	1007	10	0
102611	1026	11	330	Best partner：Leader	最佳拍档：领导者	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at leader role[/color]	与擅长[color=#4876FF]领导者[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1023	1007	11	0
